description,eventtypes,hosts,indexes,inputlookups,lookups,myapp,outputlookups,queries,sources,sourcetypes,urlField
tbd,,,"index=_introspection",,,"splunk_monitoring_console",,"
      index=_introspection host=$host$ sourcetype=splunk_disk_objects component=Indexes data.name=$single_index_name$
      | eval data_birth_date = if(isnotnull('data.bucket_dirs.cold.event_min_time'), 'data.bucket_dirs.cold.event_min_time', 'data.bucket_dirs.home.event_min_time')
      | eval data_age_days = round((_time - data_birth_date) / 86400, 0)
      | eval data.total_capacity = if(isnotnull('data.total_capacity'), 'data.total_capacity', 500000)
      | eval disk_usage = round('data.total_size' / 1024, 2)
      | eval disk_capacity = round('data.total_capacity' / 1024, 2)
      | `dmc_timechart_for_disk_usage` $funcDataAge$(data_age_days) as data_age_days, $funcDiskUsage$(disk_usage) as disk_usage, $funcDiskUsage$(disk_capacity) as disk_capacity
    ",,"sourcetype=splunk_disk_objects","index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
          | `dmc_get_groups_containing_role(dmc_group_indexer)`
          | search search_group!=""dmc_group_*""
        ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"| eval index_data_type_combined = title."":"".datatype | stats count by title index_data_type_combined
        ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"search title=$single_index_name$ | fields currentDBSizeGB | eval currentDBSizeGB = currentDBSizeGB."" GB""",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"search title=$single_index_name$ | fields total_raw_size_gb | eval total_raw_size_gb = total_raw_size_gb."" GB""",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"search title=$single_index_name$ | fields compress_ratio",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"search title=$single_index_name$ | fields total_bucket_count",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"search title=$single_index_name$ | fields avg_bucket_size_gb | eval avg_bucket_size_gb = avg_bucket_size_gb."" GB""",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"search title=$single_index_name$ | fields totalEventCount",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"search title=$single_index_name$ | fields minTime | eval minTime = replace(minTime, ""T"", "" "")",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"search title=$single_index_name$ | fields maxTime | eval maxTime = replace(maxTime, ""T"", "" "")",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
search title=$single_index_name$
| fields freeze_period_viz_day, disk_usage_gb, home_bucket_usage_gb, cold_bucket_usage_gb
| rename freeze_period_viz_day as ""Data Age vs Frozen Age (days)"", disk_usage_gb as ""Index Usage (GB)"", home_bucket_usage_gb as ""Home Path Usage (GB)"", cold_bucket_usage_gb as ""Cold Path Usage (GB)""
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            <![CDATA[
            | rest splunk_server=$splunk_server$ /services/data/indexes/$single_index_name$
            | `dmc_exclude_indexes`
            | rex field=homePath ""volume:(?<home_vol_name>[^/\\\]*)(?:/|\\\)""
            | rex field=coldPath ""volume:(?<cold_vol_name>[^/\\\]*)(?:/|\\\)""
            | fields home_vol_name cold_vol_name
            | eval home_vol_name = if(isnull(home_vol_name), ""N/A"", home_vol_name)
            | eval cold_vol_name = if(isnull(cold_vol_name), ""N/A"", cold_vol_name)
            | rename home_vol_name as ""home"" cold_vol_name as ""cold""
            | transpose | rename column as ""Index Directory"" ""row 1"" as title

            | join type=outer title [
              | rest splunk_server=$splunk_server$ /services/data/index-volumes
              | fields title, total_size, max_size, volume_path
              | `dmc_exclude_volumes`
              | eval total_size_gb = if(isnull(total_size), ""-"", round(total_size / 1024, 2))
              | eval max_size_gb = if(isnull(max_size) OR max_size = ""infinite"", ""unlimited"", round(max_size / 1024, 2))
              | eval disk_usage_gb = total_size_gb."" / "".max_size_gb
              | eval remaining_capacity_pct = (max_size_gb - total_size_gb) / max_size_gb
              | fields title, disk_usage_gb, remaining_capacity_pct
            ]

            | eval disk_usage_gb = if(isnull(disk_usage_gb), ""N/A"", disk_usage_gb)
            | eval ""Volume Freezing Due to Size"" = if(isnull(remaining_capacity_pct), ""N/A"", if(remaining_capacity_pct < 0.05, ""Yes"", ""No""))
            | rename title as ""Volume Name"" disk_usage_gb as ""Volume Usage / Capacity (GB)""
            | fields - remaining_capacity_pct
            ]]>
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
search title=$single_index_name$
| fields hot_bucket_size_gb, warm_bucket_size_gb, cold_bucket_size_gb, thawed_bucket_size_gb
| rename hot_bucket_size_gb as Hot, warm_bucket_size_gb as Warm, cold_bucket_size_gb as Cold, thawed_bucket_size_gb as Thawed
| eval bucket_dir = """"
| fields bucket_dir, Hot, Warm, Cold, Thawed
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            search title=$single_index_name$
            | fields home_event_count, cold_event_count, thawed_event_count
            | rename home_event_count as Home, cold_event_count as Cold, thawed_event_count as Thawed
            | eval bucket_dir = """"
            | fields bucket_dir, Home, Cold, Thawed
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            search title=$single_index_name$
            | fields hot_bucket_count, warm_bucket_count, cold_bucket_count, thawed_bucket_count
            | rename hot_bucket_count as Hot, warm_bucket_count as Warm, cold_bucket_count as Cold, thawed_bucket_count as Thawed
            | eval bucket_dir = """"
            | fields bucket_dir, Hot, Warm, Cold, Thawed
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
| metadata type=hosts index=$single_index_name$ splunk_server=$splunk_server$ datatype=$index_type_value$
| fields host, totalCount
| sort - totalCount
| rename host as Host, totalCount as ""Event Count""
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
| metadata type=sources index=$single_index_name$ splunk_server=$splunk_server$ datatype=$index_type_value$
| fields source, totalCount
| sort - totalCount
| rename source as Source, totalCount as ""Event Count""
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
| metadata type=sourcetypes index=$single_index_name$ splunk_server=$splunk_server$ datatype=$index_type_value$
| fields sourcetype, totalCount
| sort - totalCount
| rename sourcetype as Sourcetype, totalCount as ""Event Count""
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            search title=$single_index_name$
            | fields homePath, homePath_expanded, coldPath, coldPath_expanded, thawedPath, thawedPath_expanded, summaryHomePath_expanded, tstatsHomePath, tstatsHomePath_expanded
            | transpose
            | where column != ""_timediff"" AND column != ""_dmc_title""
            | rename column as Setting, ""row 1"" as Value
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            search title=$single_index_name$
            | fields maxTotalDataSizeMB, frozenTimePeriodInSecs, homePath.maxDataSizeMB, coldPath.maxDataSizeMB
            | transpose
            | where column != ""_timediff"" AND column != ""_dmc_title""
            | rename column as Setting, ""row 1"" as Value
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"
            search title=$single_index_name$
            | fields maxDataSize, maxHotBuckets, maxWarmDBCount
            | transpose
            | where column != ""_timediff"" AND column != ""_dmc_title""
            | rename column as Setting, ""row 1"" as Value
          ",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"fields _time, disk_usage $capacityOverlay$",,,"index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"fields _time, data_age_days",,,"index_detail_instance"
tbd,,,"index=_introspection",,,"splunk_monitoring_console",,"
            index=_introspection host=$host$ sourcetype=splunk_disk_objects component=Indexes data.name=$single_index_name$

            | eval warm_bucket_total_size       = if(isnotnull('data.bucket_dirs.home.warm_bucket_size'), 'data.bucket_dirs.home.warm_bucket_size', 'data.bucket_dirs.home.size')
            | eval cold_bucket_total_size       = if(isnotnull('data.bucket_dirs.cold.bucket_size'), 'data.bucket_dirs.cold.bucket_size', 'data.bucket_dirs.cold.size')
            | eval thawed_bucket_total_size     = if(isnotnull('data.bucket_dirs.thawed.bucket_size'), 'data.bucket_dirs.thawed.bucket_size', 'data.bucket_dirs.thawed.size')
            | eval hot_bucket_total_size        = if(isnotnull(cold_bucket_total_size), 'data.total_size' - cold_bucket_total_size - warm_bucket_total_size, 'data.total_size' - warm_bucket_total_size)

            | eval warm_bucket_total_size_gb    = round(warm_bucket_total_size / 1024, 2)
            | eval cold_bucket_total_size_gb    = round(cold_bucket_total_size / 1024, 2)
            | eval thawed_bucket_total_size_gb  = round(thawed_bucket_total_size / 1024, 2)
            | eval hot_bucket_total_size_gb     = round(hot_bucket_total_size / 1024, 2)

            | eval warm_bucket_count            = 'data.bucket_dirs.home.warm_bucket_count'
            | eval hot_bucket_count             = 'data.bucket_dirs.home.hot_bucket_count'
            | eval cold_bucket_count            = 'data.bucket_dirs.cold.bucket_count'
            | eval thawed_bucket_count          = 'data.bucket_dirs.thawed.bucket_count'

            | eval home_event_count             = 'data.bucket_dirs.home.event_count'
            | eval cold_event_count             = 'data.bucket_dirs.cold.event_count'
            | eval thawed_event_count           = 'data.bucket_dirs.thawed.event_count'

            | eval hot_bucket_avg_size_gb       = round(hot_bucket_total_size_gb / hot_bucket_count, 2)
            | eval warm_bucket_avg_size_gb      = round(warm_bucket_total_size_gb / warm_bucket_count, 2)
            | eval cold_bucket_avg_size_gb      = round(cold_bucket_total_size_gb / cold_bucket_count, 2)
            | eval thawed_bucket_avg_size_gb    = round(thawed_bucket_total_size_gb / thawed_bucket_count, 2)

            | fields
            hot_bucket_total_size_gb, warm_bucket_total_size_gb, cold_bucket_total_size_gb, thawed_bucket_total_size_gb,
            hot_bucket_count, warm_bucket_count, cold_bucket_count, thawed_bucket_count,
            home_event_count, cold_event_count, thawed_event_count,
            hot_bucket_avg_size_gb, warm_bucket_avg_size_gb, cold_bucket_avg_size_gb, thawed_bucket_avg_size_gb

            | `dmc_timechart_for_disk_usage` $funcBucket$(*_$single_index_metric$) as ""* bucket""
          ",,"sourcetype=splunk_disk_objects","index_detail_instance"
tbd,,,,,,"splunk_monitoring_console",,"| `dmc_get_indexer_cluster_groups`",,,"indexer_clustering_service_activity"
tbd,,,,,,"splunk_monitoring_console",,"
`dmc_get_warnings_and_errors(dmc_group_indexer, Cluster*)` search_group=""$group$""
| cluster showcount=t
| table cluster_count, _time, log_level, component, event_message, punct
| sort - cluster_count
| `dmc_time_format(_time)`
| rename cluster_count AS Count, _time AS ""Latest Time"", log_level as ""Log Level"", component as Component, event_message as ""Latest Message""
          ",,,"indexer_clustering_service_activity"
tbd,,,,,,"splunk_monitoring_console",,"
`dmc_get_warnings_and_errors(dmc_group_indexer, Cluster*)` punct=""$warningErrorPunct$"" search_group=""$group$""
          ",,,"indexer_clustering_service_activity"
tbd,,,,,,"splunk_monitoring_console",,"
          | rest splunk_server_group=dmc_group_cluster_master splunk_server_group=""$group$"" ""/services/cluster/master/buckets?filter=search_state=PendingSearchable""
          | fields title, index, peers*server_name
          | eval peers = """"
          | foreach peers.*.server_name [eval peers = mvappend(peers, """", '&lt;&lt;FIELD&gt;&gt;')]
          | fields title, index, peers
        ",,,"indexer_clustering_service_activity"
tbd,,,,,,"splunk_monitoring_console",,"stats count by index",,,"indexer_clustering_service_activity"
tbd,,,,,,"splunk_monitoring_console",,"
            $fixupProgressIndexFilter$
            | rename title as Bucket, index as Index, peers as Peers
          ",,,"indexer_clustering_service_activity"
